Subscriber_id,Subscription_duration,Monthly_subscription_fee,Subscription_plan,Payment_method,Total_revenue,Subscription_cancelled,Status,Revenue_lost
4828-FAZPK,16,79.95,Month-to-month,Credit card (automatic),1267.95,No,Active,0
6094-ZIVKX,68,54.45,One year,Credit card (automatic),3674.95,No,Active,0
6925-BAYGL,53,25.10,Two year,Credit card (automatic),1275.6,No,Active,0
3262-EIDHV,72,84.70,Two year,Credit card (automatic),5893.9,No,Active,0
7354-OIJLX,9,75.85,Month-to-month,Electronic check,724.65,No,Active,0
1376-HHBDV,30,48.80,Month-to-month,Mailed check,1536.75,No,Active,0
6907-NZZIJ,36,99.15,Month-to-month,Electronic check,3615.6,Yes,Churned,99.15
6133-OZILE,18,35.20,Month-to-month,Electronic check,607.3,No,Active,0
4135-FRWKJ,55,76.25,One year,Electronic check,4154.55,No,Active,0
2911-UREFD,39,55.90,Month-to-month,Electronic check,2184.35,Yes,Churned,55.90
3744-ZRRDZ,21,82.35,Month-to-month,Electronic check,1852.85,Yes,Churned,82.35
5673-TIYIB,2,40.40,Month-to-month,Credit card (automatic),77.15,Yes,Churned,40.40
6551-ZCOTS,33,24.90,One year,Bank transfer (automatic),847.8,No,Active,0
7191-ADRGF,44,54.30,Two year,Bank transfer (automatic),2390.45,No,Active,0
5018-LXQQG,30,66.30,Month-to-month,Bank transfer (automatic),1923.5,No,Active,0
6892-BOGQE,71,20.90,Two year,Bank transfer (automatic),1493.2,No,Active,0
1602-IJQQE,4,75.35,Month-to-month,Electronic check,338.1,Yes,Churned,75.35
4628-WQCQQ,35,85.15,One year,Electronic check,3030.6,Yes,Churned,85.15
1746-TGTWV,1,75.35,Month-to-month,Credit card (automatic),75.35,No,Active,0
5995-SNNEW,23,104.45,Month-to-month,Electronic check,2184.85,No,Active,0
8050-WYBND,22,49.45,One year,Credit card (automatic),1031.4,No,Active,0
2821-WARNZ,49,19.45,One year,Credit card (automatic),921.3,No,Active,0
4879-GZLFH,42,92.15,Month-to-month,Electronic check,3875.4,No,Active,0
1644-IRKSF,33,93.80,One year,Electronic check,3124.5,Yes,Churned,93.80
8314-HTWVE,7,19.85,Two year,Mailed check,144.15,No,Active,0
9402-ROUMJ,67,100.25,One year,Bank transfer (automatic),6689,No,Active,0
2507-QZPQS,15,95.70,Month-to-month,Electronic check,1451.1,No,Active,0
7159-NOKYQ,67,93.15,Two year,Electronic check,6368.2,No,Active,0
5707-ZMDJP,53,69.70,Two year,Mailed check,3729.6,No,Active,0
8779-YIQQA,21,19.80,One year,Mailed check,350.1,No,Active,0
7136-IHZJA,40,71.35,Month-to-month,Mailed check,2847.2,No,Active,0
8966-OIQHG,22,20.75,One year,Bank transfer (automatic),452.35,No,Active,0
7074-STDCN,39,40.60,Month-to-month,Electronic check,1494.5,No,Active,0
3705-PSNGL,45,20.40,One year,Electronic check,930.45,Yes,Churned,20.40
8739-QOTTN,2,20.35,Month-to-month,Mailed check,41.85,No,Active,0
1399-OUPJN,57,19.75,Two year,Bank transfer (automatic),1272.05,No,Active,0
0277-BKSQP,8,54.40,Month-to-month,Electronic check,475.1,No,Active,0
6502-HCJTI,7,94.70,Month-to-month,Credit card (automatic),673.1,Yes,Churned,94.70
2606-RMDHZ,6,30.50,Month-to-month,Credit card (automatic),208.7,Yes,Churned,30.50
5774-XZTQC,7,20.45,Month-to-month,Mailed check,150.75,No,Active,0
2676-SSLTO,49,66.15,Two year,Bank transfer (automatic),3199,No,Active,0
6266-QHOJZ,65,89.85,One year,Electronic check,5844.65,No,Active,0
7269-JISCY,55,45.05,One year,Bank transfer (automatic),2462.6,No,Active,0
0363-SVHYR,71,86.85,Two year,Bank transfer (automatic),6263.8,No,Active,0
8547-NSBBO,35,96.75,Month-to-month,Mailed check,3403.4,No,Active,0
8258-GSTJK,3,77.00,Month-to-month,Electronic check,237.75,Yes,Churned,77.00
6861-OKBCE,11,20.10,Month-to-month,Credit card (automatic),221.35,Yes,Churned,20.10
9940-RHLFB,1,75.30,Month-to-month,Electronic check,75.3,Yes,Churned,75.30
6591-QGOYB,17,106.65,Month-to-month,Bank transfer (automatic),1672.1,No,Active,0
9070-BCKQP,72,110.15,Two year,Credit card (automatic),7881.2,No,Active,0
6421-SZVEM,28,82.85,One year,Bank transfer (automatic),2320.8,No,Active,0
1328-EUZHC,18,20.10,Two year,Mailed check,370.5,No,Active,0
2995-UPRYS,40,99.20,One year,Credit card (automatic),4062.2,Yes,Churned,99.20
8878-RYUKI,52,59.45,Month-to-month,Electronic check,3043.7,No,Active,0
9633-DENPU,47,58.60,Month-to-month,Bank transfer (automatic),2723.4,No,Active,0
7811-JIVPF,23,49.70,Month-to-month,Credit card (automatic),1081.25,No,Active,0
7113-HIPFI,66,65.85,Two year,Mailed check,4097.05,No,Active,0
8541-QVFKM,8,73.50,Month-to-month,Electronic check,632.2,No,Active,0
6686-YPGHK,47,85.50,Month-to-month,Mailed check,4042.3,Yes,Churned,85.50
1383-EZRWL,7,20.05,Month-to-month,Mailed check,164.85,Yes,Churned,20.05
9258-CNWAC,71,113.65,Two year,Credit card (automatic),8166.8,No,Active,0
5371-VYLSX,50,83.40,Month-to-month,Electronic check,4113.7,No,Active,0
6374-AFWOX,46,65.65,Two year,Mailed check,3047.15,No,Active,0
4759-TRPLW,1,70.40,Month-to-month,Electronic check,70.4,Yes,Churned,70.40
5317-FLPJF,66,61.35,Two year,Bank transfer (automatic),4193.4,No,Active,0
7621-VPNET,42,85.90,Month-to-month,Credit card (automatic),3729.75,No,Active,0
6034-YMTOB,5,75.65,Month-to-month,Mailed check,399.45,No,Active,0
8563-IIOXK,7,49.75,One year,Electronic check,331.3,Yes,Churned,49.75
4903-CNOZC,29,70.90,One year,Credit card (automatic),1964.6,No,Active,0
4353-HYOJD,27,49.85,Month-to-month,Mailed check,1336.15,No,Active,0
8020-BWHYL,15,75.30,Month-to-month,Credit card (automatic),1147.45,Yes,Churned,75.30
7267-FRMJW,25,20.10,Two year,Mailed check,486.05,No,Active,0
2982-VPSGI,11,94.00,Month-to-month,Electronic check,1078.9,Yes,Churned,94.00
4188-FRABG,57,103.05,Month-to-month,Electronic check,5925.75,No,Active,0
8199-ZLLSA,67,118.35,One year,Bank transfer (automatic),7804.15,Yes,Churned,118.35
4128-ETESU,47,99.70,Month-to-month,Electronic check,4747.2,No,Active,0
0620-DLSLK,13,81.90,Month-to-month,Mailed check,1028.9,No,Active,0
4625-EWPTF,8,30.45,Month-to-month,Electronic check,226.45,Yes,Churned,30.45
5980-NOPLP,44,96.10,Month-to-month,Electronic check,4364.1,Yes,Churned,96.10
3850-OKINF,71,66.20,One year,Electronic check,4692.55,No,Active,0
6892-XPFPU,24,104.25,Month-to-month,Electronic check,2433.9,Yes,Churned,104.25
8010-EZLOU,15,80.20,Month-to-month,Electronic check,1217.25,Yes,Churned,80.20
1156-ZFYDO,1,19.75,Month-to-month,Electronic check,19.75,No,Active,0
3295-YVUSR,2,72.60,Month-to-month,Mailed check,154.3,No,Active,0
8016-NCFVO,55,116.50,Month-to-month,Electronic check,6382.55,No,Active,0
4119-ZYPZY,71,106.80,Two year,Electronic check,7623.2,No,Active,0
5549-ZGHFB,50,24.95,Two year,Mailed check,1261.45,No,Active,0
7577-SWIFR,1,89.25,Month-to-month,Electronic check,89.25,No,Active,0
0303-WMMRN,5,19.25,Month-to-month,Mailed check,86.05,No,Active,0
6408-OTUBZ,66,104.55,One year,Bank transfer (automatic),6779.05,No,Active,0
5204-HMGYF,49,87.20,One year,Mailed check,4345,No,Active,0
1078-TDCRN,3,30.75,Month-to-month,Electronic check,82.85,No,Active,0
3727-OVPRY,66,25.70,One year,Credit card (automatic),1714.55,No,Active,0
3797-FKOGQ,11,86.20,Month-to-month,Electronic check,893.2,No,Active,0
7622-NXQZR,28,30.10,Month-to-month,Credit card (automatic),810.85,No,Active,0
6196-HBOBZ,65,99.35,Two year,Electronic check,6347.55,No,Active,0
3970-XGJDU,62,19.20,Two year,Credit card (automatic),1123.65,No,Active,0
7017-VFULY,2,20.10,Month-to-month,Bank transfer (automatic),43.15,No,Active,0
5562-YJQGT,2,20.35,Month-to-month,Credit card (automatic),35.1,No,Active,0
8807-OPMBM,55,25.65,Two year,Credit card (automatic),1388,No,Active,0
5439-WIKXB,41,94.55,Month-to-month,Electronic check,3851.45,No,Active,0
9874-QLCLH,17,104.20,Month-to-month,Electronic check,1743.5,Yes,Churned,104.20
8294-UIMBA,30,94.40,One year,Bank transfer (automatic),2638.1,No,Active,0
8109-YUOHE,17,56.10,One year,Mailed check,946.95,No,Active,0
5840-NVDCG,16,68.25,Two year,Bank transfer (automatic),1114.85,No,Active,0
8092-NLTGF,72,24.75,Two year,Bank transfer (automatic),1777.6,No,Active,0
5928-QLDHB,9,76.25,Month-to-month,Electronic check,684.85,No,Active,0
9840-EFJQB,1,74.35,Month-to-month,Electronic check,74.35,No,Active,0
0696-UKTOX,23,54.15,Month-to-month,Electronic check,1312.45,No,Active,0
4801-KFYKL,8,19.45,Month-to-month,Bank transfer (automatic),159.2,No,Active,0
3472-OAOOR,19,34.95,Month-to-month,Mailed check,610.2,No,Active,0
6135-OZQVA,7,53.65,Month-to-month,Electronic check,404.35,No,Active,0
8062-YBDOE,1,69.65,Month-to-month,Electronic check,69.65,Yes,Churned,69.65
2252-JHJGE,61,104.00,One year,Electronic check,6363.45,No,Active,0
4188-PCPIG,57,70.35,Two year,Credit card (automatic),4124.65,No,Active,0
6000-APYLU,9,80.80,Month-to-month,Electronic check,713.1,Yes,Churned,80.80
7105-BENQF,15,64.85,One year,Mailed check,950.75,No,Active,0
7721-DVEKZ,1,19.65,Month-to-month,Mailed check,19.65,No,Active,0
3566-VVORZ,12,45.90,Month-to-month,Bank transfer (automatic),505.95,No,Active,0
9507-HSMMZ,54,20.00,Two year,Mailed check,1149.65,No,Active,0
2480-SQIOB,4,44.80,Month-to-month,Electronic check,169.65,No,Active,0
0947-IDHRQ,7,80.30,Month-to-month,Mailed check,526.7,Yes,Churned,80.30
7813-TKCVO,20,20.35,One year,Mailed check,393.15,No,Active,0
0128-MKWSG,26,45.80,Month-to-month,Mailed check,1147,No,Active,0
3672-YITQD,36,84.10,Month-to-month,Electronic check,3021.6,Yes,Churned,84.10
4350-ZTLPI,53,108.95,One year,Bank transfer (automatic),5718.2,No,Active,0
9048-JVYVF,3,69.35,Month-to-month,Electronic check,191.35,Yes,Churned,69.35
0361-HJRDX,68,64.35,Two year,Credit card (automatic),4539.6,No,Active,0
5727-MYATE,72,90.80,Two year,Credit card (automatic),6397.6,No,Active,0
3823-KYNQY,12,24.95,One year,Credit card (automatic),280.4,No,Active,0
8988-ECPJR,34,79.60,Month-to-month,Mailed check,2718.3,Yes,Churned,79.60
7570-WELNY,68,84.70,Two year,Bank transfer (automatic),5711.05,No,Active,0
3021-VLNRJ,50,70.80,One year,Credit card (automatic),3478.15,No,Active,0
3776-EKTKM,1,36.45,Month-to-month,Electronic check,36.45,Yes,Churned,36.45
2080-CAZNM,41,104.40,Month-to-month,Electronic check,4133.95,No,Active,0
1028-FFNJK,30,101.50,Month-to-month,Electronic check,2917.65,No,Active,0
6907-FLBER,1,54.30,Month-to-month,Electronic check,54.3,No,Active,0
3001-UNBTL,29,103.95,Month-to-month,Electronic check,2964.8,No,Active,0
5982-PSMKW,23,91.10,Two year,Credit card (automatic),2198.3,No,Active,0
3507-GASNP,60,19.95,Two year,Mailed check,1189.9,No,Active,0
7096-ZNBZI,72,26.45,Two year,Credit card (automatic),1914.5,No,Active,0
1902-XBTFB,22,89.40,Month-to-month,Electronic check,2001.5,Yes,Churned,89.40
1676-MQAOA,72,75.10,Two year,Bank transfer (automatic),5336.35,No,Active,0
0786-IVLAW,66,108.10,One year,Bank transfer (automatic),7238.6,No,Active,0
7566-DSRLQ,72,110.15,Two year,Electronic check,7998.8,No,Active,0
0643-OKLRP,47,80.35,Month-to-month,Electronic check,3825.85,Yes,Churned,80.35
7245-JMTTQ,51,111.50,One year,Electronic check,5703.25,No,Active,0
6050-IJRHS,70,106.50,One year,Electronic check,7397,No,Active,0
6202-JVYEU,9,19.90,One year,Electronic check,164.6,No,Active,0
8591-TKMZH,59,111.10,Two year,Mailed check,6555.2,No,Active,0
0734-OXWBT,3,70.70,Month-to-month,Mailed check,225.65,No,Active,0
4282-ACRXS,38,24.85,Month-to-month,Electronic check,955.75,No,Active,0
0365-TRTPY,37,91.20,Month-to-month,Bank transfer (automatic),3382.3,No,Active,0
7349-ALMUX,37,65.60,Two year,Bank transfer (automatic),2313.8,No,Active,0
9381-NDKME,24,40.65,Month-to-month,Credit card (automatic),933.3,Yes,Churned,40.65
6502-KUGLL,14,59.45,Month-to-month,Bank transfer (automatic),780.85,No,Active,0
1841-YSJGV,72,109.95,Two year,Credit card (automatic),7852.4,No,Active,0
2794-XIMMO,53,60.45,One year,Electronic check,3184.25,Yes,Churned,60.45
8382-SHQEH,8,84.90,Month-to-month,Electronic check,764.95,Yes,Churned,84.90
3511-BFTJW,72,38.50,Two year,Credit card (automatic),2763,No,Active,0
7668-XCFYV,17,92.55,Month-to-month,Electronic check,1614.7,No,Active,0
2983-ZANRP,2,73.55,Month-to-month,Bank transfer (automatic),145.4,Yes,Churned,73.55
7845-URHJN,8,20.15,Month-to-month,Bank transfer (automatic),156.25,Yes,Churned,20.15
3034-ZBEQN,48,34.70,One year,Mailed check,1604.5,Yes,Churned,34.70
5018-HEKFO,10,24.50,Month-to-month,Mailed check,270.15,No,Active,0
2923-ARZLG,0,19.70,One year,Mailed check,,No,Active,0
3976-NLDEZ,1,20.60,Month-to-month,Mailed check,20.6,No,Active,0
2282-YGNOR,29,58.00,One year,Credit card (automatic),1734.5,No,Active,0
5336-UFNZP,65,107.45,One year,Electronic check,7047.5,No,Active,0
6854-EXGSF,8,65.50,Month-to-month,Bank transfer (automatic),573.15,No,Active,0
1241-EZFMJ,61,25.45,Two year,Bank transfer (automatic),1538.6,No,Active,0
9233-PSYHO,45,100.15,One year,Bank transfer (automatic),4459.8,No,Active,0
5376-PCKNB,72,104.45,One year,Credit card (automatic),7459,No,Active,0
8044-BGWPI,12,21.15,Month-to-month,Electronic check,306.05,No,Active,0
4060-LDNLU,7,96.20,Month-to-month,Electronic check,639.7,No,Active,0
3589-PPVKW,9,44.40,Month-to-month,Mailed check,348.15,No,Active,0
8327-LZKAS,43,107.55,One year,Electronic check,4533.9,Yes,Churned,107.55
5887-IKKYO,58,94.35,Two year,Bank transfer (automatic),5563.65,No,Active,0
1075-BGWOH,16,98.75,Month-to-month,Electronic check,1587.55,Yes,Churned,98.75
1755-RMCXH,2,20.30,Month-to-month,Mailed check,40.25,No,Active,0
0302-JOIVN,8,101.15,Month-to-month,Electronic check,842.9,Yes,Churned,101.15
3858-XHYJO,40,105.75,One year,Bank transfer (automatic),4228.55,No,Active,0
4299-SIMNS,9,81.15,Month-to-month,Electronic check,784.45,No,Active,0
7025-IWFHT,41,89.55,One year,Electronic check,3729.75,No,Active,0
6261-LHRTG,26,54.75,Month-to-month,Credit card (automatic),1406.9,No,Active,0
7841-FCRQD,33,53.75,One year,Credit card (automatic),1857.3,No,Active,0
2056-EVGZL,68,105.75,One year,Credit card (automatic),7322.5,No,Active,0
8777-MBMTS,65,105.85,Two year,Credit card (automatic),6725.5,No,Active,0
7753-USQYQ,55,64.20,One year,Electronic check,3627.3,No,Active,0
5366-IJEQJ,20,88.70,Month-to-month,Electronic check,1761.45,Yes,Churned,88.70
7661-CPURM,19,87.70,One year,Credit card (automatic),1725.95,No,Active,0
6233-HXJMX,45,89.30,Month-to-month,Credit card (automatic),4192.15,No,Active,0
5902-WBLSE,70,20.15,Two year,Credit card (automatic),1411.2,No,Active,0
1981-INRFU,2,79.75,Month-to-month,Electronic check,164.5,Yes,Churned,79.75
4971-PUYQO,27,94.55,Month-to-month,Mailed check,2724.6,Yes,Churned,94.55
3239-TPHPZ,12,20.05,Two year,Electronic check,264.55,No,Active,0
5115-GZDEL,72,67.20,Two year,Credit card (automatic),4671.7,No,Active,0
3338-CVVEH,12,94.55,Month-to-month,Electronic check,1173.55,No,Active,0
8485-GJCDN,5,69.05,Month-to-month,Mailed check,318.5,Yes,Churned,69.05
2615-YVMYX,71,107.50,Month-to-month,Electronic check,7713.55,No,Active,0
2851-STERV,35,73.00,One year,Electronic check,2471.25,No,Active,0
4393-GEADV,70,114.75,Two year,Credit card (automatic),7842.3,No,Active,0
8486-AYEQH,31,76.05,Month-to-month,Electronic check,2227.8,No,Active,0
1527-SXDPN,52,96.25,Two year,Bank transfer (automatic),4990.25,Yes,Churned,96.25
6029-WTIPC,37,101.10,Month-to-month,Electronic check,3744.05,Yes,Churned,101.10
8634-CILSZ,69,104.70,One year,Bank transfer (automatic),7220.35,Yes,Churned,104.70
5419-JKZNQ,30,77.90,Month-to-month,Mailed check,2351.45,No,Active,0
2495-KZNFB,33,90.65,Month-to-month,Electronic check,2989.6,No,Active,0
1409-PHXTF,54,110.45,Two year,Electronic check,6077.75,No,Active,0
4560-WQAQW,59,68.70,One year,Bank transfer (automatic),4070.95,No,Active,0
9591-YVTEB,55,44.85,Month-to-month,Electronic check,2479.05,No,Active,0
9309-BZGNT,69,29.80,One year,Credit card (automatic),2134.3,No,Active,0
4274-DRSQT,66,88.90,One year,Bank transfer (automatic),6000.1,No,Active,0
2027-DNKIV,37,58.75,One year,Mailed check,2203.1,No,Active,0
8075-GXIUB,9,19.85,One year,Credit card (automatic),183.15,No,Active,0
2885-HIJDH,69,86.90,Two year,Bank transfer (automatic),6194.1,No,Active,0
5424-RLQLC,10,59.65,Month-to-month,Mailed check,638.95,No,Active,0
6682-QJDGB,40,55.25,Month-to-month,Mailed check,2139.2,Yes,Churned,55.25
6507-DTJZV,13,66.40,Month-to-month,Credit card (automatic),831.75,No,Active,0
8780-IXSTS,6,90.10,Month-to-month,Electronic check,521.3,Yes,Churned,90.10
7673-BQGKU,69,20.15,Two year,Bank transfer (automatic),1337.5,No,Active,0
6723-WSNTY,66,108.10,One year,Credit card (automatic),7181.95,No,Active,0
9530-EHPOH,11,53.75,Month-to-month,Electronic check,608,Yes,Churned,53.75
2725-IWWBA,46,56.90,One year,Mailed check,2560.1,No,Active,0
0345-HKJVM,6,89.30,Month-to-month,Electronic check,577.6,Yes,Churned,89.30
1061-PNTHC,56,109.60,Month-to-month,Mailed check,5953,No,Active,0
0394-YONDK,70,25.15,Two year,Credit card (automatic),1790.15,No,Active,0
6574-MCOEH,33,79.15,One year,Electronic check,2531.4,No,Active,0
7399-QHBJS,72,66.75,Two year,Credit card (automatic),4760.3,No,Active,0
3049-SOLAY,3,95.20,Month-to-month,Electronic check,292.85,Yes,Churned,95.20
0997-YTLNY,19,48.80,Month-to-month,Mailed check,953.65,No,Active,0
3317-HRTNN,5,45.70,Month-to-month,Electronic check,198,Yes,Churned,45.70
9479-HYNYL,71,80.70,Two year,Credit card (automatic),5705.05,No,Active,0
3235-ETOOB,8,74.50,Month-to-month,Electronic check,609.9,Yes,Churned,74.50
9708-KFDBY,1,20.55,Month-to-month,Credit card (automatic),20.55,No,Active,0
8058-INTPH,1,79.65,Month-to-month,Electronic check,79.65,Yes,Churned,79.65
3642-GKTCT,61,115.10,One year,Mailed check,6993.65,No,Active,0
0774-RMNUW,71,59.70,Two year,Bank transfer (automatic),4122.65,No,Active,0
1334-PDUKM,68,86.45,One year,Credit card (automatic),5762.95,No,Active,0
0756-MPZRL,46,33.70,One year,Credit card (automatic),1537.85,No,Active,0
2242-MFOTG,33,80.10,One year,Bank transfer (automatic),2603.3,No,Active,0
2927-CVULT,53,104.05,Two year,Bank transfer (automatic),5566.4,No,Active,0
2144-BFDSO,50,108.75,Month-to-month,Bank transfer (automatic),5431.9,No,Active,0
8745-PVESG,57,41.10,One year,Credit card (automatic),2258.25,No,Active,0
7647-GYYKX,54,20.35,Two year,Bank transfer (automatic),1092.35,No,Active,0
5647-FXOTP,60,105.90,Month-to-month,Electronic check,6401.25,No,Active,0
5569-OUICF,28,101.30,Month-to-month,Credit card (automatic),2812.2,Yes,Churned,101.30
8821-XNHVZ,1,80.05,Month-to-month,Mailed check,80.05,Yes,Churned,80.05
2082-OJVTK,29,89.20,Month-to-month,Electronic check,2698.35,Yes,Churned,89.20
9700-ISPUP,10,65.50,Month-to-month,Electronic check,616.9,No,Active,0
9839-ETQOE,43,40.45,Month-to-month,Electronic check,1912.85,No,Active,0
6078-VESFR,13,70.45,Month-to-month,Bank transfer (automatic),849.1,No,Active,0
9027-TMATR,43,78.80,Two year,Electronic check,3460.3,No,Active,0
5940-NFXKV,19,83.65,Month-to-month,Electronic check,1465.75,Yes,Churned,83.65
1941-HOSAM,1,90.10,Month-to-month,Electronic check,90.1,No,Active,0
9110-HSGTV,69,82.45,Two year,Credit card (automatic),5555.3,No,Active,0
0704-VCUMB,61,20.25,Two year,Credit card (automatic),1278.8,No,Active,0
6171-ZTVYB,43,66.25,Month-to-month,Bank transfer (automatic),2907.35,No,Active,0
8053-WWDRO,6,19.50,Month-to-month,Bank transfer (automatic),146.3,Yes,Churned,19.50
9564-KCLHR,1,51.25,Month-to-month,Mailed check,51.25,Yes,Churned,51.25
1935-IMVBB,56,89.70,Month-to-month,Mailed check,4952.95,No,Active,0
2535-PBCGC,70,64.55,Two year,Bank transfer (automatic),4504.9,No,Active,0
2082-CEFLT,1,45.60,Month-to-month,Electronic check,45.6,Yes,Churned,45.60
1470-PSXNM,49,93.65,One year,Electronic check,4520.15,No,Active,0
1213-NGCUN,6,49.65,Month-to-month,Bank transfer (automatic),267.35,Yes,Churned,49.65
2498-XLDZR,32,73.60,Two year,Mailed check,2316.85,No,Active,0
9866-OCCKE,72,109.75,Two year,Mailed check,8075.35,No,Active,0
5338-YHWYT,37,61.45,Two year,Credit card (automatic),2302.35,No,Active,0
7718-UPSKJ,69,106.40,One year,Credit card (automatic),7251.9,No,Active,0
8731-WBBMB,26,81.90,Month-to-month,Bank transfer (automatic),2078.55,No,Active,0
1448-CYWKC,58,105.20,One year,Credit card (automatic),6225.4,No,Active,0
7901-IIDQV,24,54.60,One year,Bank transfer (automatic),1242.25,No,Active,0
2690-DVRVK,5,20.55,One year,Electronic check,99.45,No,Active,0
5688-KZTSN,15,20.00,Month-to-month,Electronic check,288.05,Yes,Churned,20.00
1270-XKUCC,30,19.70,Two year,Mailed check,599.25,No,Active,0
0334-ZFJSR,55,66.05,One year,Credit card (automatic),3462.1,No,Active,0
2894-QOJRX,25,34.00,Month-to-month,Bank transfer (automatic),853,Yes,Churned,34.00
5747-PMBSQ,10,92.50,Month-to-month,Mailed check,934.1,Yes,Churned,92.50
5583-EJXRD,44,54.05,Two year,Credit card (automatic),2375.2,No,Active,0
4565-EVZMJ,47,58.90,One year,Mailed check,2813.05,No,Active,0
3143-JQEGI,13,88.35,Month-to-month,Electronic check,1222.8,Yes,Churned,88.35
6386-SZZKH,49,107.95,Two year,Bank transfer (automatic),5293.2,Yes,Churned,107.95
3327-YBAKM,64,96.90,One year,Mailed check,6314.35,No,Active,0
9441-QHEVC,1,19.10,Month-to-month,Mailed check,19.1,No,Active,0
6705-LNMDD,20,50.00,Month-to-month,Mailed check,1003.05,No,Active,0
2580-ASVVY,37,45.40,Two year,Electronic check,1593.1,No,Active,0
3370-GQEAL,30,85.45,Month-to-month,Electronic check,2509.95,No,Active,0
5032-USPKF,38,84.10,One year,Bank transfer (automatic),3187.65,No,Active,0
2982-IHMFT,1,74.45,Month-to-month,Mailed check,74.45,Yes,Churned,74.45
3521-SYVOR,37,64.75,Month-to-month,Electronic check,2345.2,Yes,Churned,64.75
4254-QPEDE,52,66.25,Two year,Credit card (automatic),3330.1,No,Active,0
6283-GITPX,71,76.90,Two year,Credit card (automatic),5522.7,No,Active,0
9526-JAWYF,26,89.80,Month-to-month,Electronic check,2335.3,Yes,Churned,89.80
0771-CHWSK,66,74.60,Two year,Credit card (automatic),4798.4,No,Active,0
9788-HNGUT,72,116.95,Two year,Credit card (automatic),8594.4,No,Active,0
9495-REDIY,25,40.65,One year,Credit card (automatic),970.55,No,Active,0
5375-XLDOF,69,114.35,Two year,Bank transfer (automatic),7665.8,No,Active,0
1172-VIYBP,53,69.70,Two year,Bank transfer (automatic),3686.05,No,Active,0
5649-VUKMC,12,95.50,One year,Mailed check,1115.15,Yes,Churned,95.50
6559-PDZLR,26,98.65,Month-to-month,Electronic check,2537,No,Active,0
8992-OBVDG,21,61.65,Month-to-month,Mailed check,1393.6,No,Active,0
4273-MBHYA,1,89.35,Month-to-month,Electronic check,89.35,No,Active,0
4724-WXVWF,48,95.40,Month-to-month,Electronic check,4445.3,No,Active,0
5701-GUXDC,26,35.40,One year,Credit card (automatic),978.6,No,Active,0
1460-UZPRJ,60,19.95,Two year,Mailed check,1258.15,No,Active,0
6082-GLJIX,18,19.25,Month-to-month,Mailed check,331.35,No,Active,0
5143-EGQFK,10,29.65,Month-to-month,Electronic check,291.4,Yes,Churned,29.65
4919-IKATY,5,84.50,Month-to-month,Electronic check,453.75,Yes,Churned,84.50
2495-TTHBQ,4,20.40,One year,Mailed check,84.75,No,Active,0
0485-ZBSLN,65,24.75,Two year,Credit card (automatic),1715.1,No,Active,0
3810-PJUHR,70,25.35,Two year,Mailed check,1715.15,No,Active,0
9050-QLROH,18,90.70,Month-to-month,Credit card (automatic),1597.25,Yes,Churned,90.70
0847-HGRML,62,20.00,Two year,Bank transfer (automatic),1250.1,No,Active,0
8232-CTLKO,66,59.75,Two year,Electronic check,3996.8,No,Active,0
9227-YBAXE,65,82.50,Two year,Bank transfer (automatic),5215.1,No,Active,0
6168-WFVVF,3,70.30,Month-to-month,Electronic check,235.5,Yes,Churned,70.30
9860-LISIZ,34,20.35,Month-to-month,Mailed check,673.2,No,Active,0
0112-QAWRZ,16,90.80,Month-to-month,Bank transfer (automatic),1442.2,No,Active,0
0877-SDMBN,54,103.95,One year,Bank transfer (automatic),5639.05,Yes,Churned,103.95
2786-GCDPI,50,104.95,Month-to-month,Electronic check,5222.35,No,Active,0
4043-MKDTV,71,105.25,Two year,Electronic check,7291.75,No,Active,0
8065-YKXKD,10,74.75,Month-to-month,Electronic check,799.65,Yes,Churned,74.75
9637-EIHEQ,1,50.80,Month-to-month,Electronic check,50.8,Yes,Churned,50.80
9229-RQABD,18,23.75,One year,Mailed check,424.5,No,Active,0
8313-KTIHG,4,61.30,Month-to-month,Electronic check,249.4,No,Active,0
5320-BRKGK,58,75.80,Two year,Mailed check,4415.75,No,Active,0
6284-KMNUF,56,98.00,One year,Electronic check,5270.6,No,Active,0
9689-PTNPG,2,80.25,Month-to-month,Electronic check,144.55,Yes,Churned,80.25
9465-RWMXL,32,78.90,Month-to-month,Electronic check,2447.95,Yes,Churned,78.90
6229-UOLQL,56,52.00,One year,Mailed check,2884.9,No,Active,0
2362-IBOOY,36,84.75,Month-to-month,Electronic check,3050.15,Yes,Churned,84.75
3137-LUPIX,4,64.40,Month-to-month,Mailed check,253,No,Active,0
0843-WTBXE,53,85.45,Month-to-month,Bank transfer (automatic),4517.25,Yes,Churned,85.45
6143-JQKEA,10,45.80,Month-to-month,Credit card (automatic),436.2,No,Active,0
8676-OOQEJ,4,30.50,Month-to-month,Electronic check,118.4,No,Active,0
5515-IDEJJ,1,19.90,Month-to-month,Mailed check,19.9,Yes,Churned,19.90
9701-CDXHR,51,69.15,Month-to-month,Mailed check,3649.6,No,Active,0
7450-NWRTR,12,99.45,Month-to-month,Electronic check,1200.15,Yes,Churned,99.45
8124-NZVGJ,6,49.25,One year,Mailed check,255.6,No,Active,0
2162-FRZAA,63,39.35,Two year,Bank transfer (automatic),2395.05,No,Active,0
5376-DEQCP,1,70.60,Month-to-month,Electronic check,70.6,Yes,Churned,70.60
